DatePosted,Title,Seller Type,Price,Car Make,Car Model,Car Variant,Condition,Year Manufactured,Transmission,Engine Capacity,Body Type,Location,Warranty,Mileage,Colour Type,Colour,Description
2023-09-17,"40 UNIT VOXY X ZS KIRAMIKI 2 GR SPORT,RECOND 2019 Toyota Voxy 2.0 ZS GR Sport ALCANTARA SEAT",Dealer, 166000,Toyota,Voxy,GS,Recond,2019,Automatic,2.0L,MPV,Kuala Lumpur,1 Year Warranty,"10,000 - 14,999 km",Metallic,Black,"40 UNIT VOXY X ZS KIRAMIKI 2 GR SPORT,RECOND 2019 Toyota Voxy 2.0 ZS GR Sport ALCANTARA SEAT  STOCK : 3392  CONTACT :    Show Phone Number   Ms  NEW STOCK  UNREGISTER 2019 (LOCAL AP)  TOYOTA VOXY 2.0 ZS GR SPORT  Car Specification :  * 7 Seater  * Black Colour Exterior  * Black Colour Interior  * GR Sport BUMPER  * GR SPORT Alcantara Seat  * GR SPORT Sport Optitron Meter Panel  * GR SPORT Carpet  * GR SPORT Caliper  * GR SPORT Sport Rims  * GR SPORT Push Start Button  * 1 Power Door  * Rear Digital Control Aircond Panel  * Pre-crash Safety brake Sensor  * Lane Keeping Assist  * Auto Hold  * Eco Mode  * Multi-function Steering  * Cruiser Control  * Daytime Running Light (LED BEAM)  * Fog Lamp  * Sport Rims  We Check , We Services , We Test , Before We Sell.  Required Documents:  INDIVIDUAL :IC / DRIVE LESEN / 3 MONTHS PAYSLIP / 3 MONTHS BANK STATEMENT / EPF / EA INCOME TAX 2022  COMPANY : DIRECTOR IC / DIRECTOR DRIVE LESEN / COMPANY SSM / 6 MONTHS COMPANY BANK STATEMENT/ INCOME TAX 2022"
2023-08-21,2018 BMW X2 1.5 M-Sport 5yrs Warranty Unlimited Mileage,Dealer, 173800,BMW,X2,sDrive20i M Sport,Recond,2018,Automatic,2.0L,SUV,Selangor,5 Years Warranty,"15,000 - 19,999 km",Metallic,White,"2018 BMW X2 1.5 M-Sport 5yrs Warranty Unlimited Mileage  Warranty All Major Parts  5 Years Warranty  5 Years Unlimited Mileage / Claim  Open Service / Open Workshop  .  ASSALAMUALAIKUM & SALAM HORMAT  .  #PROMOTION  Model: BMW X2 M-Sport 18i S-Drive (F39)  Year: 2018 (unregistered)  Comes with 5 Years Warranty (Unlimited Mileage)  Promo Price: RM 173,800.00  Contact:    Show Phone Number   .  #ENGINE  1.5L / 3-Cylinder in-line BMW TwinPower Turbo  6 Speed Automatic Sport Transmission  138hp & 220Nm Torque  Front Wheel Drive  0 - 100kmh in 9.6 sec  205kmh Top Speed  Fuel Consumption 5.6L/100km  Contact:    Show Phone Number   .  #SPECIFICATION  Full Spec  M-Sport Steering Wheel  Head-Up Display (H.U.D)  LED Headlights  LED DayTime Running Light  Ambient Interior Lighting  Full Leather Multifunction Steering Wheel  Keyless Entry  Push Start Button  Automatic Start/Stop  Digital Aircondition  Auto Climate Control with Dual Temp Zones  Adaptive Damping Control  Dynamic stability control (DSC)  Dynamic Traction control system (DTC)  Electronic Differential Lock Control (EDLC)  Active Cruise Control with Stop & Go  I-Drive 6  Full Leather Semi Bucket Seat  Power Boot  470 / 1,355 Liter Boot Space  19"" Inch Original M-Sport Rim  ============================================  TRADE-IN AVAILABLE (ALL MODEL)  AUDI BMW MERCEDES BENZ VOLKSWAGEN VOLVO PEUGEOT MINI  TOYOTA HONDA MAZDA NISSAN FORD PROTON PERODUA  ============================================  Original Paint  Original Mileage  Perfect Car Condition  Guarantee Worth To Buy  Genuine & Trusted AP Holder  Certified PEKEMA Member  Our AP Accepted By Any Bank  High Loan with Low Interest Rate  High Trade in Value  100% Follow Procedure  .  #FREE  Full Service before Delivery  Interior & Exterior Cleaning  Polish & Wax  Anti Rust  5 Years Warranty Provided (open workshop)  .  Contact:    Show Phone Number   .  Best Price In The Market  Fast Loan Approval  Lowest Interest Rate  Max 9 Years Conventional / Islamic Loan  ---------------------------------------------------------------------  YouTube: CarWan  TikTok: CarWan  FB Page: Carwan Automart  Call / Whatsapp:    Show Phone Number   ---------------------------------------------------------------------  View To Believe  Welcome To Our Showroom  Open 7 days a week  Kindly Call For Appointment  Customer 24seven HOTLINE  Ridzuan:    Show Phone Number   Ridzuan:    Show Phone Number"
2023-08-20,2018 MINI Cooper S JCW 2.0 - JOHN COOPER WORKS - GOOD DEAL - (UNREGISTERED),Dealer, 173888,MINI,Cooper,JCW,Recond,2018,Automatic,2.0L,Hatchback,Selangor,1 Year Warranty,"30,000 - 34,999 km",Metallic,Black,"2018 MINI Cooper S JCW 2.0 - JOHN COOPER WORKS - GOOD DEAL - (UNREGISTERED)  MINI COOPER S 2.0 JCW  - UnRegistered  - Year Made 2018  ***FACELIFT***  SPECIFICATIONS  - JOHN COOPER WORKS PACKAGE  - John Cooper Works Multi-Function Steering with Paddle Shift  - John Cooper Works Side Step  - John Cooper Works Speedometer  - Head Up Display (HUD)  - Sport Mode  - LED Headlamp  - Traction Control System  - John Cooper Works 4 pot Brake Caliper  - John Cooper Works 18"" Sport Rims  - Parking Distance Control with REVERSE CAMERA  - And many more extra features...  * Estimate Selling Price Rm173,888  (For Duty Free Zone Langkawi, Labuan, Government Purchase and Embassy in Malaysia)**T&C  ** Now Promotion Selling Price Rm183,800  (Included sst duty tax)  Our Imported cars are :  - Inspected with HIGH GRADE Quality.  - Prepared in accordance with HIGH STANDARDS.  - 100% GUARANTEE After Sales Service Provided.  VIEW TO APPRECIATE!!!  * Trusted Car Dealer in Malaysia  * View to Believe  * Recond MINI COOPER S 2.0 JCW For Sale  * Call to Find Out More About The Car  ***MANY MORE RECOND MINI COOPER ARE AVAILABLE TO CHOOSE***  WE PROVIDE :  ~ JPJ SERVICES  ~ LOAN ARRANGEMENT SERVICES  ~ HIGH AND FAST LOAN APPROVAL  ~ ACCEPT HIGH TRADE IN  ~ EXTENDED WARRANTY  .  Welcome Visit WEBSITE  *** www.AnekaAuto.com ***  { VIEW BY APPOINTMENT }  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND CAR SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND MINI COOPER SALES AGENT  .  { VIEW BY APPOINTMENT }  .  .  (00612000B8300CTD)"
2023-08-20,2019 Honda Civic Type R 2.0 Turbo (M) - SAFETY SENSING - (UNREGISTERED),Dealer, 225888,Honda,Civic Type R,2.0 Turbo (M),Recond,2019,Automatic,2.0L,Sedan,Selangor,3 Years Warranty,"40,000 - 44,999 km",Metallic,Black,"2019 Honda Civic Type R 2.0 Turbo (M) - SAFETY SENSING - (UNREGISTERED)  HONDA CIVIC TYPE R 2.0 GT VTEC TURBO (MANUAL)  - UNREGISTERED  - Year Made 2019  SPECIFICATION  - KEYLESS ENTRY  - PUSH START BUTTON  - MULTI FUNCTION STEERING  - TYPE R SEMI BUCKET SEAT  - BREMBO CALIPER  - SPORT MODE SELECTION R  - TRACTION CONTROL SYSTEM  - PRE CRASH ASSIST  - LANE KEEP ASSIST  - 20"" SPORT BLACK RIM  - PARKING DISTANCE CONTROL WITH REVERSE CAMERA  - AND MANY MORE EXTRA FEATURES...  * Estimate Selling Price Rm225,888  (For Duty Free Zone Langkawi, Labuan, Government Purchase and Embassy in Malaysia)**T&C  ** Now Promotion Selling Price Rm235,800  (Included sst duty tax)  Our Imported cars are :  - Inspected with HIGH GRADE Quality.  - Prepared in accordance with HIGH STANDARDS.  - 100% GUARANTEE After Sales Service Provided.  VIEW TO APPRECIATE!!!  * Trusted Car Dealer in Malaysia  * View to Believe  * Recond HONDA CIVIC 2.0 TYPE R (FK8) For Sale  * Call to Find Out More About The Car  ***MANY MORE RECOND HONDA CIVIC 2.0 TYPE R ARE AVAILABLE TO CHOOSE***  WE PROVIDE :  ~ JPJ SERVICES  ~ LOAN ARRANGEMENT SERVICES  ~ HIGH AND FAST LOAN APPROVAL  ~ ACCEPT HIGH TRADE IN  ~ EXTENDED WARRANTY  .  .  Welcome Visit WEBSITE  *** www.AnekaAuto.com ***  .  { VIEW BY APPOINTMENT }  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @    Show Phone Number   SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @    Show Phone Number   RECOND CAR SALES AGENT  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @    Show Phone Number   RECOND HONDA CIVIC TYPE R SALES AGENT  .  { VIEW BY APPOINTMENT }  .  (00168000C33C3500AUDJ)"
2023-08-19,2021 Toyota Harrier 2.0 G,Dealer, 206000,Toyota,Harrier,2.0 G,Recond,2021,Automatic,2.0L,SUV,Kuala Lumpur,5 Years Warranty,"10,000 - 14,999 km",Metallic,Black,2021 Toyota Harrier 2.0 G  2021 TOYOTA HARRIER 2.0 G  Ã¢Â
2023-08-19,16K MILEAGE 2021 Toyota Harrier 2.0 G DIM SPECIAL OFFER UNIT UNREG,Dealer, 210000,Toyota,Harrier,2.0 G,Recond,2021,Automatic,2.0L,SUV,Kuala Lumpur,5 Years Warranty,"15,000 - 19,999 km",Metallic,White,16K MILEAGE 2021 Toyota Harrier 2.0 G DIM SPECIAL OFFER UNIT UNREG  2021 TOYOTA HARRIER 2.0 G  Ã¢Â
2023-08-19,offer 2018 Toyota Vellfire 2.5 ZG SUNROOF 3LED SPECIAL DEAL UNREG,Dealer, 227000,Toyota,Vellfire,ZG,Recond,2018,Automatic,2.5L,MPV,Kuala Lumpur,5 Years Warranty,"55,000 - 59,999 km",Metallic,Black,"offer 2018 Toyota Vellfire 2.5 ZG SUNROOF 3LED SPECIAL DEAL UNREG  2018 TOYOTA VELLFIRE 2.5 ZG  * RM 227,000 after SST *offer*  * RM 227,000 after SST *offer*  * FREE 5 YEARS WARRANTY (OPEN SERVICE)  * FREE 1ST SERVICE  * FREE POLISH AND WAX  * FREE TOUCH UP  * ACCIDENT FREE  * NO HIDDEN CHARGES  * UNREGISTERED  * LOCAL AP  * 7 SEATER  * 2 POWER DOOR  * POWER BOOT  * PILOT SEATS  * ELECTRONIC MEMORY SEATS  * FULL LEATHER SEATS  * BLACK INTERIOR  * SUNROOF  * TOUCHSCREEN  * REVERSE CAMERA  * ROOF MONITOR  * AUTO-CRUISE CONTROL  * MULTIFUNCTION STEERING  * 3 LED HEADLAMP  * DIGITAL INNER MIRROR (DIM)  * PRE-CRASH SYSTEM (PCS)  * LANE KEEP ASSIST (LKA)  * KEYLESS ENTRY  * PUSH START  * 18"" ALLOY WHEEL  * ORIGINAL MILEAGE  * RM 227,000 after SST *offer*  * RM 227,000 after SST *offer*  CALL - 017-225 3605 RAY  CALL - 017-225 3605 RAY  APPRECIATE & THANKS FOR VIEWING :)"
2023-08-19,2 TONE interior 2021 Toyota Harrier 2.0 Z JBL 4cam DIM BsM Special DeaL UNreg,Dealer, 229000,Toyota,Harrier,2.0 Z,Recond,2021,Automatic,2.0L,SUV,Kuala Lumpur,5 Years Warranty,"20,000 - 24,999 km",Metallic,Black,2 TONE interior 2021 Toyota Harrier 2.0 Z JBL 4cam DIM BsM Special DeaL UNreg  2021 TOYOTA HARRIER 2.0 Z Ã¢Â
2023-08-18,2011 Kia Forte 1.6 (A),Dealer, 23800,Kia,Forte,1.6,Used,2011,Automatic,1.6L,Sedan,Melaka,No Warranty,"80,000 - 84,999 km",Metallic,White,"2011 Kia Forte 1.6 (A)  YEAR 2011-NAZA Kia Forte 1.6cc Auto Full Spec  Contact & WhatsApp Us At:  Ivan		: 0111-666 9292	www.wasap.my/6    Show Phone Number   2  Mr Ho		: 016-771 1818		www.wasap.my/6    Show Phone Number   Mr Hong	: 012-612 2603		www.wasap.my/6    Show Phone Number   Mr Shaun	: 011-1077 5795	www.wasap.my/6    Show Phone Number   5  VEHICLE Info :-  -Year 2011 / 1 Owner / Mileage : 83,xxx KM  -1.6cc Auto Petrol / Gear   ENgine Perfect  -Air-Conditioner Good   Back Sensor   Reverse Camera  -Radio Player Multi Function Android   Fully Skirting  -Car In Good Condition & Safe To Use  FACEBOOK : PERNIAGAAN MOTOR KLEBANG  Perniagaan Motor Klebang  Address: No.5777-C, Jalan Klebang Kecil, Limbongan, 75200 Melaka.  Operation Day: Mon-Sat  Operation Time: 9:00am - 5:30pm  Hotline : 0111-666 9292 / www.wasap.my/6    Show Phone Number   2  MAP LOCATION : https://www.google.com/maps/place/Perniagaan Motor Klebang, Jalan Tengkera, Kampung Limbongan, 75200 Klebang, Malacca/@2.2054266,102.2199833,16z/data=!4m2!3m1!1s0x31d1f1ae238c4a73:0xabf4a2644326fab7?hl=en&source=lmns  CARELINE 24 Hour Service :-Ã"
2023-08-18,Full Spec 2022 Toyota Harrier 2.0 Z Magic roof 4cam JBL BSM DIM UNREG Special deal,Dealer, 243000,Toyota,Harrier,2.0 Z,Recond,2022,Automatic,2.0L,SUV,Kuala Lumpur,5 Years Warranty,"10,000 - 14,999 km",Metallic,Black,Full Spec 2022 Toyota Harrier 2.0 Z Magic roof 4cam JBL BSM DIM UNREG Special deal  2022 TOYOTA HARRIER 2.0 Z Ã¢Â
2023-08-18,2017 Mercedes-Benz GLC-Class Coupe GLC 250 4Matic AMG Line,Dealer, 239800,Mercedes-Benz,GLC-Class Coupe,GLC 250 4Matic AMG Line,Used,2017,Automatic,2.0L,SUV,Kuala Lumpur,No Warranty,"95,000 - 99,999 km",Metallic,Red / Orange,2017 Mercedes-Benz GLC-Class Coupe GLC 250 4Matic AMG Line  2017 MERCEDES-BENZ GLC250 COUPE 4MATIC AMG  Ã
2023-09-17,"40 UNIT VOXY X ZS KIRAMIKI 2 GR SPORT, UNREG 2018 YEAR Toyota Voxy 2.0 ZS Kirameki, ALPINE PLAYER",Dealer, 145000,Toyota,Voxy,2.0 ZS Kirameki,Recond,2018,Automatic,2.0L,MPV,Kuala Lumpur,1 Year Warranty,"15,000 - 19,999 km",Metallic,Black,"40 UNIT VOXY X ZS KIRAMIKI 2 GR SPORT, UNREG 2018 YEAR Toyota Voxy 2.0 ZS Kirameki, ALPINE PLAYER  STOCK 3486  CONTACT :    Show Phone Number   Ms  NEW STOCK!!!  UNREGISTER 2018 (LOCAL AP)  TOYOTA VOXY 2.0 ZS KIRAMEKI 2  Car Specification :  * Black Colour Exterior  * Black Colour Interior  * 7 Seater  * ALPINE Player  * Rear Digital Aircond Control Panel  * 2 Power Door  * Pre-crash Safety brake Sensor  * Lane Keeping Assist  * Auto Hold  * Eco Mode  * Multi-function Steering  * Daytime Running Light  * Fog Lamp  * Sport Rims  We Check , We Services , We Test , Before We Sell.  Required Documents:  INDIVIDUAL :IC / DRIVE LESEN / 3 MONTHS PAYSLIP / 3 MONTHS BANK STATEMENT / EPF / INCOME TAX 2022 YEAR  COMPANY :DIRECTOR IC / DIRECTOR DRIVE LESEN / COMPANY SSM / 6 MONTHS COMPANY BANK STATEMENT/ INCOME TAX 2022 YEAR"
2023-08-18,2012 Volkswagen Tiguan 2.0 TSI,Dealer, 35800,Volkswagen,Tiguan,2.0 TSI,Used,2012,Automatic,2.0L,SUV,Kuala Lumpur,No Warranty,"95,000 - 99,999 km",Metallic,Brown,2012 Volkswagen Tiguan 2.0 TSI  2012 VOLKSWAGEN TIGUAN 2.0 TSI  Ã¢Â
2023-08-18,2023 Honda City FACELIFT OFFER,Dealer, 84900,Honda,City,1.5,New,2023,Automatic,1.5L,Sedan,Kuala Lumpur,5 Years Warranty,,,,"2023 Honda City FACELIFT OFFER  NEW CITY SEDAN FACELIFTED OFFER  STD FEATURES:  HONDA SENSING ,1.5 DOHC I-VTEC  8' HD TOUCH PLAYER WITH  ANDROID AUTO ,APPLE CARPLAY*  6 AIRBAGS, PADDLE SHIFT, USB TYPE C PORT  V : REAR DISC BRAKE, 16 RIMS ,8 SPEAKERS,HONDA LANE WATCH ,LEATHER SEAT  RS: RS KITS, BLACK ROOF WIRELESS CARPLAY,ANDRIOD AUTO,HONDA CONNECT  (STANDARD HONDA 5X FREE LABOURS 5 YEARS WARRANTY )  S: 84,900 E: 89,900 V: 94,900 RS: 99,900 RS E:HEV : 111,900  COLOR: LUNAR SILVER, BLACK PEARL , WHITE PEARL, METEROID GRAY , IGNITE RED  OFFER: RM3XXX ACCESSORIES PACKAGE  FREE RAYTECH SECURITY TINT  + RHADIUM COATING WITH FREE MAINTEINANCE  FREE TRUNK TRAY  FREE DOOR VISOR  FREE USB TYPE C CABLE  FREE HONDA UMBRELLA  READY STOCK WITH FAST DELIVERY  LOW INT RATE , FULL LOAN AVAILABLE TEST DRIVE AVAILABLE HTTPS://WA.ME/6    Show Phone Number   PLEASE WHATAPPS    Show Phone Number   FOR MORE INFO"
2023-08-17,2019 Renault Captur 1.2 TCe 120 SUV,Direct Owner, 67000,Renault,Captur,1.2 Turbo,Used,2019,Automatic,1.2L,SUV,Selangor,1 Year Warranty,"50,000 - 54,999 km",Solid,Blue / Purple,2019 Renault Captur 1.2 TCe 120 SUV  A personal car without defects  All services are done on time at the Petaling Jaya service centre  Low mileage  Accidents free  5-year warranty with 1 year remaining
2023-08-17,2019 Lexus NX 300 F-SPORT *SUNROOF * TWO TONE RED AND BLACK INTERIOR * FULL BODYKIT - PROMOTION -,Dealer, 205888,Lexus,NX,300,Recond,2019,Automatic,2.0L,SUV,Selangor,5 Years Warranty,"25,000 - 29,999 km",Metallic,White,"2019 Lexus NX 300 F-SPORT *SUNROOF * TWO TONE RED AND BLACK INTERIOR * FULL BODYKIT - PROMOTION -  LEXUS NX300 F-SPORT  - YEAR MADE 2019  - UNREGISTERED  SPECIFICATION  - SUNROOF  - KEYLESS ENTRY  - PUSH START BUTTON  - MULTI-FUNCTION STEERING  - PADDLE SHIFT  - AIRCOND SEAT  - FULL LEATHER SEAT  - ELECTRIC SEAT WITH MEMORY CONTROL  - TWO TONE RED AND BLACK INTERIOR  - SPORT PLUS MODE  - 18"" SPORT RIMS  - POWER BOOT  - BLIND SPOT ASSIST (BSM)  - LANE DEPARTURE ALERT (LDA)  - PRE COLLISION SAFETY SYSTEM (PCS)  - FULL BODYKIT  - PARKING DISTANCE CONTROL WITH SIDE AND REVERSE CAMERA  - AND MANY MORE EXTRA FEATURES...  * Estimate Selling Price Rm205,888  (For Duty Free Zone Langkawi, Labuan, Government Purchase and Embassy in Malaysia)**T&C  ** Now Promotion Selling Price Rm215,800  (Included sst duty tax)  Our Imported cars are :  - Inspected with HIGH GRADE Quality.  - Prepared in accordance with HIGH STANDARDS.  - 100% GUARANTEE After Sales Service Provided.  VIEW TO APPRECIATE!!!  * Trusted Car Dealer in Malaysia  * View to Believe  * Recond LEXUS NX300 For Sale  * Call to Find Out More About The Car  ***MANY MORE RECOND LEXUS NX SUV ARE AVAILABLE TO CHOOSE***  WE PROVIDE :  ~ JPJ SERVICES  ~ LOAN ARRANGEMENT SERVICES  ~ HIGH AND FAST LOAN APPROVAL  ~ ACCEPT HIGH TRADE IN  ~ EXTENDED WARRANTY  .  Welcome Visit WEBSITE  *** www.AnekaAuto.com ***  { VIEW BY APPOINTMENT }  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND CAR SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND LEXUS NX300 SALES AGENT  .  { VIEW BY APPOINTMENT }  .  .  (00206500C1500AUDJ)"
2023-08-17,2008 Nissan Frontier 2.5 Diesel 4x4 (M),Dealer, 18800,Nissan,Frontier,2.5 Diesel 4x4 (M),Used,2008,Manual,2.5L,Pickup,Melaka,No Warranty,"150,000 - 159,999 km",Metallic,Grey / Silver,"2008 Nissan Frontier 2.5 Diesel 4x4 (M)  YEAR 2008-NISSAN Frontier 2.5 (M) 4WD DIESEL Turbo  Direct OWner  Contact & WhatsApp Us At:  Ivan		: 0111-666 9292	www.wasap.my/6    Show Phone Number   2  VEHICLE Info :-  -Year 2008 / DIRECT OWNER Owner  -2.5CC (M) DIESEL Turbo 4WD  -Gear + Engine Good  -Air-Conditioner + Power Window + Radio Good + Alarm  -Car In Good Condition & Safe To Use  FACEBOOK : PERNIAGAAN MOTOR KLEBANG  Perniagaan Motor Klebang  Address: No.5777-C, Jalan Klebang Kecil, Limbongan, 75200 Melaka.  Operation Day: Mon-Sat  Operation Time: 9:00am - 5:30pm  Hotline : 0111-666 9292 / www.wasap.my/6    Show Phone Number   2  MAP LOCATION : https://www.google.com/maps/place/Perniagaan+Motor+Klebang,+Jalan+Tengkera,+Kampung+Limbongan,+75200+Klebang,+Malacca/@2.2054266,102.2199833,16z/data=!4m2!3m1!1s0x31d1f1ae238c4a73:0xabf4a2644326fab7?hl=en&source=lmns  CARELINE 24 Hour Service :-Ã"
2023-08-17,2016 Mercedes-Benz C-Class C200 Avantgarde ( W205 ),Dealer, 124800,Mercedes-Benz,C-Class,C200 Avantgarde,Used,2016,Automatic,2.0L,Sedan,Kuala Lumpur,1 Year Warranty,"40,000 - 44,999 km",Metallic,Grey / Silver,"2016 Mercedes-Benz C-Class C200 Avantgarde ( W205 )  Mercedes Benz C200 Avantgarde  Year make 2016  Year Registered 2016 April  Bought from Mercedes benz Malaysia  Full service record from Mercedes Malaysia  Genuine mileage 45948 Km  One lady owner  Well maintained  Accident free  Seldom drive ( Used for neaby house only )  Overall condition 90 /100  Exterior - No need touch up  Interior - Clean interior, no smoke smell n good condition  Engine - Running in good condition  Gear - Running in good condition  Suspection - Running in condition  Aircon - Running in good condition  Tyre condition - 80% Condition  Buy and drive ... No need to repair  NOT FLOOD VEHICLE  NOT SINGAPORE VEHICLE  NOT INSURANCE CLAIM VEHICLE  NOT ACCIDENT VEHICLE  Direct Owner  -  Selling price RM 124, 800 ( NEGO )  -  -  If you have any enquiries, please feel free to contact me.  Ã¢Â"
2023-08-17,2020 Toyota Harrier 2.0 Elegance WHITE cheapest deal offer UNREG,Dealer, 156000,Toyota,Harrier,2.0 Elegance,Recond,2020,Automatic,2.0L,SUV,Kuala Lumpur,5 Years Warranty,"35,000 - 39,999 km",Metallic,White,"2020 Toyota Harrier 2.0 Elegance WHITE cheapest deal offer UNREG  2020 TOYOTA HARRIER 2.0 ELEGANCE  * RM 156,000 after SST *offer*  * RM 156,000 after SST *offer*  * FREE 5 YEARS WARRANTY (OPEN SERVICE)  * FREE 1ST SERVICE  * FREE POLISH AND WAX  * FREE TOUCH UP  * ACCIDENT FREE  * NO HIDDEN CHARGES  * UNREGISTERED  * LOCAL AP  * JAPAN SPEC  * 2.0 ELEGANCE FACELIFT  * NON TURBOCHARGED  * BLACK INTERIOR  * SEMI LEATHER SEATS  * DRIVER ELECTRONIC SEAT  * RECLINABLE BACK SEAT  * REAR AIR-COND  * TOUCHSCREEN  * REVERSE CAMERA  * PRE-CRASH SYSTEM  * LANE KEEP ASSIST  * KEYLESS ENTRY  * PUSH START  * ELECTRONIC PARKING BRAKE  * MULTIFUNCTION STEERING  * 17"" ALLOY WHEEL  * ORIGINAL MILEAGE  * RM 156,000 after SST *offer*  * RM 156,000 after SST *offer*  PLS CALL - 017-225 3605 RAY  PLS CALL - 017-225 3605 RAY  APPRECIATE & THANKS FOR VIEWING :)"
2023-08-17,OFFER 2021 Toyota Harrier 2.0 G RED CHILI DIM SPECIAL DEAL UNREG,Dealer, 208000,Toyota,Harrier,2.0 G,Recond,2021,Automatic,2.0L,SUV,Kuala Lumpur,5 Years Warranty,"20,000 - 24,999 km",Metallic,Red / Orange,OFFER 2021 Toyota Harrier 2.0 G RED CHILI DIM SPECIAL DEAL UNREG  2021 TOYOTA HARRIER 2.0 G  Ã¢Â
2023-08-17,6K MILEAGE 2018 Toyota Vellfire 2.5 ZG 2 LED CHEAPEST LOW MILEAGE OFFER UNREG,Dealer, 228000,Toyota,Vellfire,ZG,Recond,2018,Automatic,2.5L,MPV,Kuala Lumpur,5 Years Warranty,"5,000 - 9,999 km",Metallic,Black,"6K MILEAGE 2018 Toyota Vellfire 2.5 ZG 2 LED CHEAPEST LOW MILEAGE OFFER UNREG  2018 TOYOTA VELLFIRE 2.5 ZG  * RM 228,000 after SST *offer*  * RM 228,000 after SST *offer*  * FREE 5 YEARS WARRANTY (OPEN SERVICE)  * FREE 1ST SERVICE  * FREE POLISH AND WAX  * FREE TOUCH UP  * ACCIDENT FREE  * NO HIDDEN CHARGES  * UNREGISTERED  * LOCAL AP  * 7 SEATER  * 2 POWER DOOR  * POWER BOOT  * PILOT SEATS  * ELECTRONIC MEMORY SEATS  * FULL LEATHER SEATS  * BLACK INTERIOR  * TOUCHSCREEN  * REVERSE CAMERA  * AUTO-CRUISE CONTROL  * MULTIFUNCTION STEERING  * 2 LED HEADLAMP  * PRE-CRASH SYSTEM (PCS)  * LANE KEEP ASSIST (LKA)  * KEYLESS ENTRY  * PUSH START  * 18"" ALLOY WHEEL  * ORIGINAL MILEAGE  * RM 228,000 after SST *offer*  * RM 228,000 after SST *offer*  CALL - 017-225 3605 RAY  CALL - 017-225 3605 RAY  APPRECIATE & THANKS FOR VIEWING :)"
2023-08-17,2014 Toyota Harrier 2.0 Premium (PANORAMIC SUNROOF 4CAM POWER BOOT),Dealer, 109800,Toyota,Harrier,2.0 Premium,Used,2014,Automatic,2.0L,SUV,Kuala Lumpur,No Warranty,"85,000 - 89,999 km",Metallic,Black,2014 Toyota Harrier 2.0 Premium (PANORAMIC SUNROOF 4CAM POWER BOOT)  2014 TOYOTA HARRIER 2.0  Ã
